537248.8,4745545,0,6
537248.8,4745541,0,6
537308.8,4747800.5,0,6
537312.8,4747800.5,0,6
537308.8,4747796.5,0,6
537312.8,4747796.5,0,6
537308.8,4747792.5,0,6
537312.8,4747792.5,0,6
537316.8,4747792.5,0,6
537320.8,4747792.5,0,6
537308.8,4747788.5,0,6
537312.8,4747788.5,0,6
537316.8,4747788.5,0,6
537320.8,4747788.5,0,6
537848.4,4746293.5,0,6
537852.4,4746293.5,0,6
537243.4,4747968,0,3
538292.1,4748220.5,0,9
538288.1,4748216.5,0,9
538292.1,4748216.5,0,9
538284.1,4748212.5,0,9
538288.1,4748212.5,0,9
538585.6,4747353.5,0,6
538581.6,4747349.5,0,6
538577.6,4747345.5,0,6
538581.6,4747345.5,0,6
536816.8,4746703,0,3
536816.8,4746699,0,3
537625.2,4748371,0,9
537621.2,4748367,0,9
537625.2,4748367,0,9
536006.8,4746474.5,0,15
536002.8,4746470.5,0,15
536006.8,4746470.5,0,15
536010.8,4746470.5,0,15
535998.8,4746466.5,0,15
536002.8,4746466.5,0,15
536006.8,4746466.5,0,15
536014.8,4746466.5,0,15
535994.8,4746462.5,0,15
535998.8,4746462.5,0,15
536002.8,4746462.5,0,15
536006.8,4746462.5,0,15
536010.8,4746462.5,0,15
536014.8,4746462.5,0,15
535990.8,4746458.5,0,15
535994.8,4746458.5,0,15
535998.8,4746458.5,0,15
536002.8,4746458.5,0,15
536006.8,4746458.5,0,15
536010.8,4746458.5,0,15
535986.8,4746454.5,0,15
535990.8,4746454.5,0,15
535998.8,4746454.5,0,15
536002.8,4746454.5,0,15
536006.8,4746454.5,0,15
535982.8,4746450.5,0,15
535986.8,4746450.5,0,15
535990.8,4746450.5,0,15
535994.8,4746450.5,0,15
535998.8,4746450.5,0,15
536002.8,4746450.5,0,15
535978.8,4746446.5,0,15
535982.8,4746446.5,0,15
535986.8,4746446.5,0,15
535990.8,4746446.5,0,15
535994.8,4746446.5,0,15
535998.8,4746446.5,0,15
535986.8,4746442.5,0,15
535990.8,4746442.5,0,15
535994.8,4746442.5,0,15
535986.8,4746438.5,0,15
535990.8,4746438.5,0,15
537300.4,4749449,0,6
537292.4,4749445,0,6
537296.4,4749445,0,6
537300.4,4749445,0,6
537304.4,4749445,0,6
536888.1,4746994,0,27
536880.1,4746990,0,27
536884.1,4746990,0,27
536888.1,4746990,0,27
536892.1,4746990,0,27
536896.1,4746990,0,27
536880.1,4746986,0,27
536884.1,4746986,0,27
536888.1,4746986,0,27
536892.1,4746986,0,27
536896.1,4746986,0,27
536841.2,4746679.5,0,27
536837.2,4746675.5,0,27
536841.2,4746675.5,0,27
536825.2,4746671.5,0,27
536829.2,4746671.5,0,27
536837.2,4746671.5,0,27
536841.2,4746671.5,0,27
536845.2,4746671.5,0,27
536825.2,4746667.5,0,27
536829.2,4746667.5,0,27
536833.2,4746667.5,0,27
536841.2,4746667.5,0,27
536845.2,4746667.5,0,27
536849.2,4746667.5,0,27
536829.2,4746663.5,0,27
536833.2,4746663.5,0,27
536833.2,4746659.5,0,27
536084.9,4746695.5,0,27
536088.9,4746691.5,0,27
539635,4748352.5,0,9
539635,4748348.5,0,9
539635,4748344.5,0,9
539635,4748340.5,0,9
539639,4748340.5,0,9
539643,4748340.5,0,9
538725.7,4748408.5,0,12
538717.7,4748404.5,0,12
538721.7,4748404.5,0,12
538725.7,4748404.5,0,12
538717.7,4748400.5,0,12
538721.7,4748400.5,0,12
538725.7,4748400.5,0,12
538713.7,4748396.5,0,12
535749.6,4745557,0,3
537617.5,4748421.5,0,9
538656.6,4749973.5,0,3
538660.6,4749973.5,0,3
538656.6,4749969.5,0,3
538660.6,4749969.5,0,3
538664.6,4749969.5,0,3
538656.6,4749965.5,0,3
538660.6,4749965.5,0,3
538664.6,4749965.5,0,3
538652.6,4749961.5,0,3
538656.6,4749961.5,0,3
538660.6,4749961.5,0,3
538664.6,4749961.5,0,3
538652.6,4749957.5,0,3
538656.6,4749957.5,0,3
538660.6,4749957.5,0,3
538664.6,4749957.5,0,3
538652.6,4749953.5,0,3
538656.6,4749953.5,0,3
538660.6,4749953.5,0,3
538652.6,4749949.5,0,3
538656.6,4749949.5,0,3
538660.6,4749949.5,0,3
538648.6,4749945.5,0,3
538652.6,4749945.5,0,3
538656.6,4749945.5,0,3
538660.6,4749945.5,0,3
538648.6,4749941.5,0,3
538652.6,4749941.5,0,3
538656.6,4749941.5,0,3
538660.6,4749941.5,0,3
538648.6,4749937.5,0,3
538652.6,4749937.5,0,3
538656.6,4749937.5,0,3
536580.4,4746975,0,3
536584.4,4746971,0,3
535870.2,4745744.5,0,3
535874.2,4745744.5,0,3
535878.2,4745744.5,0,3
535870.2,4745740.5,0,3
535874.2,4745740.5,0,3
535878.2,4745740.5,0,3
535735.7,4746378,0,3
535743.7,4746378,0,3
535735.7,4746374,0,3
535739.7,4746374,0,3
538110.4,4748289,0,6
538114.4,4748289,0,6
538106.4,4748285,0,6
538110.4,4748285,0,6
538114.4,4748285,0,6
538114.4,4748281,0,6
537364.7,4748687.5,0,3
537368.7,4748687.5,0,3
537372.7,4748687.5,0,3
537323.2,4748915.5,0,9
537311.2,4748911.5,0,9
537315.2,4748911.5,0,9
537319.2,4748911.5,0,9
537323.2,4748911.5,0,9
537327.2,4748911.5,0,9
537303.2,4748907.5,0,9
537307.2,4748907.5,0,9
537311.2,4748907.5,0,9
537315.2,4748907.5,0,9
537327.2,4748907.5,0,9
537295.2,4748903.5,0,9
537299.2,4748903.5,0,9
537303.2,4748903.5,0,9
537307.2,4748903.5,0,9
537331.2,4748903.5,0,9
537283.2,4748899.5,0,9
537287.2,4748899.5,0,9
537291.2,4748899.5,0,9
537295.2,4748899.5,0,9
537299.2,4748899.5,0,9
537331.2,4748899.5,0,9
537275.2,4748895.5,0,9
537279.2,4748895.5,0,9
537283.2,4748895.5,0,9
537287.2,4748895.5,0,9
537319.2,4748895.5,0,9
537323.2,4748895.5,0,9
537327.2,4748895.5,0,9
537331.2,4748895.5,0,9
537275.2,4748891.5,0,9
537279.2,4748891.5,0,9
537311.2,4748891.5,0,9
537315.2,4748891.5,0,9
537319.2,4748891.5,0,9
537323.2,4748891.5,0,9
537299.2,4748887.5,0,9
537303.2,4748887.5,0,9
537307.2,4748887.5,0,9
537311.2,4748887.5,0,9
537315.2,4748887.5,0,9
537291.2,4748883.5,0,9
537295.2,4748883.5,0,9
537299.2,4748883.5,0,9
537303.2,4748883.5,0,9
537307.2,4748883.5,0,9
537283.2,4748879.5,0,9
537287.2,4748879.5,0,9
537291.2,4748879.5,0,9
537295.2,4748879.5,0,9
537283.2,4748875.5,0,9
537287.2,4748875.5,0,9
537598.6,4747262,0,6
536652.9,4745650.5,0,6
536656.9,4745650.5,0,6
536648.9,4745646.5,0,6
537080.1,4746353,0,18
537076.1,4746349,0,18
536071,4746606,0,15
538022.3,4747967,0,15
538026.3,4747967,0,15
538022.3,4747963,0,15
538026.3,4747963,0,15
538022.3,4747959,0,15
538018.3,4747955,0,15
538022.3,4747955,0,15
538018.3,4747951,0,15
538022.3,4747951,0,15
538018.3,4747947,0,15
