30.09,0,0.663050263714613,28.1264097619,7
30.09,1,0.253411319477619,26.658616496,7
30.09,2,0.373729223052827,13.0826030897,6
30.09,3,0.716398317117261,9.00267335233,6
30.09,4,1.01071234033049,9.46368811992,6
30.09,5,0.553999466203359,10.7594375437,6
30.09,6,0.361826337765595,12.2439450757,6
30.09,7,0.326839627480986,10.9214264869,6
30.09,8,0.685775798560423,12.4350643215,6
30.09,9,0.977029338943877,10.8742950551,6
30.09,10,1.08311751837288,12.9861311215,6
30.09,11,1.24012533112474,16.7591673923,6
30.09,12,2.12818057835277,23.3680138292,5
30.09,13,3.04439817711371,24.186368867,4
30.09,14,3.7251293455877,26.1692929766,4
30.09,15,4.34309276038554,24.5671176837,4
30.09,16,4.80227916656737,25.4763315211,4
30.09,17,3.45381988595398,25.4111279259,4
30.09,18,2.3701121081327,24.8737902956,5
30.09,19,1.84644521466615,23.4472638193,6
30.09,20,0.803209878683598,20.1093627969,6
30.09,21,1.89990389498381,14.6283380268,6
30.09,22,2.02843253106121,16.3942184805,5
30.09,23,1.09699514457519,20.6936290864,6
01.10,0,2.32888231308226,20.6284767173,5
01.10,1,2.67698829876026,19.5498925338,4
01.10,2,2.27631653397791,20.1583693661,5
01.10,3,2.02151677972334,17.2687031874,5
01.10,4,2.37650120280113,16.0524636548,5
01.10,5,2.65329497543787,16.4633006186,4
01.10,6,2.43483894044912,17.0877226794,5
01.10,7,1.52143047366185,18.0680381506,6
01.10,8,1.47924811866423,22.2180778582,6
01.10,9,1.52241472773647,24.6266399251,6
01.10,10,2.37937965890687,26.048602334,5
01.10,11,2.8646205015413,25.0767902616,4
01.10,12,3.93831592091838,25.9781106673,4
01.10,13,4.68617751853447,25.9868379916,4
01.10,14,4.63417575497098,26.1725498871,4
01.10,15,4.6350477520335,26.4886276996,4
01.10,16,4.81094595710879,27.054410679,4
01.10,17,4.70918242438694,27.6009831634,4
01.10,18,3.06197864187918,28.1953342393,4
01.10,19,2.68299631156316,29.2894133746,4
01.10,20,1.6262485701102,30.5082796074,6
01.10,21,1.10340814656105,30.4082096227,6
01.10,22,1.86357253174717,30.9308073467,6
01.10,23,1.37606556937907,33.0808676882,6
