0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 3.80676478972919 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2.63694428060143 0 0 0 0 0 0 0 0 0 0 0 0.00188620965845486 0 0 0 0 
1.08953800668004 0 0 0.143711680301799 0 0 0 0 0 0 0 0 0.00639893224808001 0 17.2904651674676 5.14520124868649 0 0 
1.18560638694082 0 0.707779323380724 0 0 0 0 0 0 0 0 0 0 0 6.20730482922311 14.2144881764015 0 0 
3.3721724378728 0 1.8569548832643 13.9951124789185 0 0 0 0 0 0 0 0 0 0 18.6461300465454 0 0 0 
76.0605456118251 0 0 0 0 0 0 0 0 0 0 0 0 0.0767807538880772 0 13.663111938509 0 0 
4.81848288706651 0 0 54.1663585273848 0 0 0 0 0 0 0 0 0 0 1.66367092136511 11.2024927962045 0 0 
118.037190644843 0 0 100.539461912026 0 0 0 0 0 0 0 0 0 0 0 56.0362606138586 0 0 
35.0646383652087 0 0 35.1572666834315 0 0 0 0 0 0 0 0 0 0 0 124.675967855739 0 0 
0 0 3.91511365677963 0 0 0 0 0 0 0 0 0 0 0 0 56.4004761900685 0 0 
0 0 16.5926971477375 31.5729260437003 0 0 0 0 0 0 0 0 0 0 0 116.530451573471 0 0 
0 41.2233773511985 0 22.4490813952768 0 0 0 0 0 0 0 0 0 0 0 7.00704205802767 0 0 
0 0 0 5.20446153740949 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0352694557174654 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.63838624939227 
0 8.36087326927434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.21081745294681 
0 30.4624929297554 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.428335289091685 
0 4.55591580543237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 132.378155340151 3.24242102027437 12.9791261777464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 8.26321660167252 8.29961446890403 0 0 0 0 0 0 0 0 0 0 0 0 18.1791992073028 0 0 
0 0 0 3.10495657859777 0 0 0 0 0 0 0 0 0 0 0 19.8209187983595 0 0 
0 27.401721066745 4.14615194604498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 15.5109143886227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 5.29709701889699 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.274983090014974 
0 4.75808097322968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2.89183923117214 0.239962083819183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.12729146805316 0 0 2.04777822476479 0 0 0 0 0 0 0 0 0 0 0 3.91841950053833 0 0 
0 0 0 3.90489313478841 0 0 0 0 0 0 0 0 0 0 0 15.6983973311608 0 0 
0 9.54447876652665 5.10123280772343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 87.9150823366082 0 28.1675103536667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
14.6287052300067 94.4174719961247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.53549005697166 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.37396731042144 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23.7021637790949 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.53845173208189 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.9051913189151 
0 0.346316333099323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.17498607996982 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 3.33268791129045 0 0 0 0 0 0 0 0 0 0 0 0.021238639348593 0 0 0 0.189577750065313 
